balancing:strategy,categorical_encoding:__choice__,categorical_encoding:one_hot_encoding:minimum_fraction,categorical_encoding:one_hot_encoding:use_minimum_fraction,classifier:__choice__,classifier:adaboost:algorithm,classifier:adaboost:learning_rate,classifier:adaboost:max_depth,classifier:adaboost:n_estimators,classifier:bernoulli_nb:alpha,classifier:bernoulli_nb:fit_prior,classifier:decision_tree:criterion,classifier:decision_tree:max_depth,classifier:decision_tree:max_depth_factor,classifier:decision_tree:max_features,classifier:decision_tree:max_leaf_nodes,classifier:decision_tree:min_impurity_decrease,classifier:decision_tree:min_samples_leaf,classifier:decision_tree:min_samples_split,classifier:decision_tree:min_weight_fraction_leaf,classifier:extra_trees:bootstrap,classifier:extra_trees:criterion,classifier:extra_trees:max_depth,classifier:extra_trees:max_features,classifier:extra_trees:max_leaf_nodes,classifier:extra_trees:min_impurity_decrease,classifier:extra_trees:min_samples_leaf,classifier:extra_trees:min_samples_split,classifier:extra_trees:min_weight_fraction_leaf,classifier:extra_trees:n_estimators,classifier:gradient_boosting:criterion,classifier:gradient_boosting:learning_rate,classifier:gradient_boosting:loss,classifier:gradient_boosting:max_depth,classifier:gradient_boosting:max_features,classifier:gradient_boosting:max_leaf_nodes,classifier:gradient_boosting:min_impurity_decrease,classifier:gradient_boosting:min_samples_leaf,classifier:gradient_boosting:min_samples_split,classifier:gradient_boosting:min_weight_fraction_leaf,classifier:gradient_boosting:n_estimators,classifier:gradient_boosting:subsample,classifier:k_nearest_neighbors:n_neighbors,classifier:k_nearest_neighbors:p,classifier:k_nearest_neighbors:weights,classifier:lda:n_components,classifier:lda:shrinkage,classifier:lda:shrinkage_factor,classifier:lda:tol,classifier:liblinear_svc:C,classifier:liblinear_svc:dual,classifier:liblinear_svc:fit_intercept,classifier:liblinear_svc:intercept_scaling,classifier:liblinear_svc:loss,classifier:liblinear_svc:multi_class,classifier:liblinear_svc:penalty,classifier:liblinear_svc:tol,classifier:libsvm_svc:C,classifier:libsvm_svc:coef0,classifier:libsvm_svc:degree,classifier:libsvm_svc:gamma,classifier:libsvm_svc:kernel,classifier:libsvm_svc:max_iter,classifier:libsvm_svc:shrinking,classifier:libsvm_svc:tol,classifier:multinomial_nb:alpha,classifier:multinomial_nb:fit_prior,classifier:passive_aggressive:C,classifier:passive_aggressive:average,classifier:passive_aggressive:fit_intercept,classifier:passive_aggressive:loss,classifier:passive_aggressive:tol,classifier:qda:reg_param,classifier:random_forest:bootstrap,classifier:random_forest:criterion,classifier:random_forest:max_depth,classifier:random_forest:max_features,classifier:random_forest:max_leaf_nodes,classifier:random_forest:min_impurity_decrease,classifier:random_forest:min_samples_leaf,classifier:random_forest:min_samples_split,classifier:random_forest:min_weight_fraction_leaf,classifier:random_forest:n_estimators,classifier:sgd:alpha,classifier:sgd:average,classifier:sgd:epsilon,classifier:sgd:eta0,classifier:sgd:fit_intercept,classifier:sgd:l1_ratio,classifier:sgd:learning_rate,classifier:sgd:loss,classifier:sgd:penalty,classifier:sgd:power_t,classifier:sgd:tol,classifier:xgradient_boosting:base_score,classifier:xgradient_boosting:booster,classifier:xgradient_boosting:colsample_bylevel,classifier:xgradient_boosting:colsample_bytree,classifier:xgradient_boosting:gamma,classifier:xgradient_boosting:learning_rate,classifier:xgradient_boosting:max_delta_step,classifier:xgradient_boosting:max_depth,classifier:xgradient_boosting:min_child_weight,classifier:xgradient_boosting:n_estimators,classifier:xgradient_boosting:normalize_type,classifier:xgradient_boosting:rate_drop,classifier:xgradient_boosting:reg_alpha,classifier:xgradient_boosting:reg_lambda,classifier:xgradient_boosting:sample_type,classifier:xgradient_boosting:scale_pos_weight,classifier:xgradient_boosting:subsample,idx,imputation:strategy,preprocessor:__choice__,preprocessor:extra_trees_preproc_for_classification:bootstrap,preprocessor:extra_trees_preproc_for_classification:criterion,preprocessor:extra_trees_preproc_for_classification:max_depth,preprocessor:extra_trees_preproc_for_classification:max_features,preprocessor:extra_trees_preproc_for_classification:max_leaf_nodes,preprocessor:extra_trees_preproc_for_classification:min_impurity_decrease,preprocessor:extra_trees_preproc_for_classification:min_samples_leaf,preprocessor:extra_trees_preproc_for_classification:min_samples_split,preprocessor:extra_trees_preproc_for_classification:min_weight_fraction_leaf,preprocessor:extra_trees_preproc_for_classification:n_estimators,preprocessor:fast_ica:algorithm,preprocessor:fast_ica:fun,preprocessor:fast_ica:n_components,preprocessor:fast_ica:whiten,preprocessor:feature_agglomeration:affinity,preprocessor:feature_agglomeration:linkage,preprocessor:feature_agglomeration:n_clusters,preprocessor:feature_agglomeration:pooling_func,preprocessor:kernel_pca:coef0,preprocessor:kernel_pca:degree,preprocessor:kernel_pca:gamma,preprocessor:kernel_pca:kernel,preprocessor:kernel_pca:n_components,preprocessor:kitchen_sinks:gamma,preprocessor:kitchen_sinks:n_components,preprocessor:liblinear_svc_preprocessor:C,preprocessor:liblinear_svc_preprocessor:dual,preprocessor:liblinear_svc_preprocessor:fit_intercept,preprocessor:liblinear_svc_preprocessor:intercept_scaling,preprocessor:liblinear_svc_preprocessor:loss,preprocessor:liblinear_svc_preprocessor:multi_class,preprocessor:liblinear_svc_preprocessor:penalty,preprocessor:liblinear_svc_preprocessor:tol,preprocessor:nystroem_sampler:coef0,preprocessor:nystroem_sampler:degree,preprocessor:nystroem_sampler:gamma,preprocessor:nystroem_sampler:kernel,preprocessor:nystroem_sampler:n_components,preprocessor:pca:keep_variance,preprocessor:pca:whiten,preprocessor:polynomial:degree,preprocessor:polynomial:include_bias,preprocessor:polynomial:interaction_only,preprocessor:random_trees_embedding:bootstrap,preprocessor:random_trees_embedding:max_depth,preprocessor:random_trees_embedding:max_leaf_nodes,preprocessor:random_trees_embedding:min_samples_leaf,preprocessor:random_trees_embedding:min_samples_split,preprocessor:random_trees_embedding:min_weight_fraction_leaf,preprocessor:random_trees_embedding:n_estimators,preprocessor:select_percentile_classification:percentile,preprocessor:select_percentile_classification:score_func,preprocessor:select_rates:alpha,preprocessor:select_rates:mode,preprocessor:select_rates:score_func,rescaling:__choice__,rescaling:quantile_transformer:n_quantiles,rescaling:quantile_transformer:output_distribution,rescaling:robust_scaler:q_max,rescaling:robust_scaler:q_min
weighting,one_hot_encoding,0.00011717632475982632,True,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,friedman_mse,0.045388141846341344,deviance,10.0,0.29161769341843435,None,0.0,20.0,2.0,0.0,278.0,0.7912571599269661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mean,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize,,,,
weighting,no_encoding,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,entropy,None,0.7249853037185638,None,0.0,1.0,16.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,median,extra_trees_preproc_for_classification,False,gini,None,0.9424908623661876,None,0.0,7.0,6.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
weighting,no_encoding,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,mse,0.12713527337147906,deviance,4.0,0.6041596127474019,None,0.0,14.0,17.0,0.0,83.0,0.8426859880999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,mean,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minmax,,,,
none,no_encoding,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,mse,0.03474109838999682,deviance,4.0,0.5687034678818491,None,0.0,18.0,12.0,0.0,408.0,0.5150113945430513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,most_frequent,select_percentile_classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6328939517938,f_classif,,,,standardize,,,,
weighting,one_hot_encoding,,False,extra_trees,,,,,,,,,,,,,,,,False,gini,None,0.9265375980300852,None,0.0,13.0,20.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,most_frequent,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minmax,,,,
none,no_encoding,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,mse,0.251097788175676,deviance,6.0,0.35679099363539235,None,0.0,13.0,11.0,0.0,157.0,0.4791732272983235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,median,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,True,,,,,,,,,,,,,standardize,,,,
weighting,no_encoding,,,adaboost,SAMME,0.28738775989203896,10.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,most_frequent,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,True,False,,,,,,,,,,,,,robust_scaler,,,0.8031499675923353,0.13579938270386765
weighting,one_hot_encoding,0.0018568208330940047,True,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,gini,None,0.7983157215145903,None,0.0,4.0,15.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,mean,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,,,,,,,,,,0.4971515945303584,False,True,1.0,squared_hinge,ovr,l1,0.00010268311046018636,,,,,,,,,,,,,,,,,,,,,,,standardize,,,,
none,no_encoding,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,friedman_mse,0.14159526341015916,deviance,7.0,0.8010488230155749,None,0.0,3.0,20.0,0.0,401.0,0.8073562440607731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,most_frequent,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,True,False,,,,,,,,,,,,,minmax,,,,
weighting,one_hot_encoding,,False,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,gini,None,0.3469031665162168,None,0.0,4.0,3.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,mean,feature_agglomeration,,,,,,,,,,,,,,,euclidean,complete,83.0,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minmax,,,,
weighting,one_hot_encoding,0.002385546176068135,True,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7729472304882845,,,0.0004789329856033374,rbf,-1.0,True,6.58869648864534e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,mean,feature_agglomeration,,,,,,,,,,,,,,,cosine,complete,177.0,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
weighting,no_encoding,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,entropy,None,0.5368752992317617,None,0.0,16.0,11.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,mean,select_percentile_classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8382117756438685,mutual_info,,,,quantile_transformer,11480.0,normal,,
weighting,no_encoding,,,extra_trees,,,,,,,,,,,,,,,,True,entropy,None,0.8384447520019118,None,0.0,13.0,20.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,median,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36637567531287824,fdr,f_classif,normalize,,,,
weighting,no_encoding,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,entropy,None,0.3759438793746945,None,0.0,7.0,18.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,most_frequent,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3689420905780977,fwe,f_classif,quantile_transformer,25061.0,uniform,,
weighting,one_hot_encoding,0.0018568208330940047,True,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,gini,None,0.7983157215145903,None,0.0,4.0,15.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,mean,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,,,,,,,,,,0.4971515945303584,False,True,1.0,squared_hinge,ovr,l1,0.00010268311046018636,,,,,,,,,,,,,,,,,,,,,,,standardize,,,,
weighting,no_encoding,,,extra_trees,,,,,,,,,,,,,,,,False,gini,None,0.6291601746046639,None,0.0,11.0,19.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,median,pca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7146659106968425,True,,,,,,,,,,,,,,,,none,,,,
weighting,one_hot_encoding,,False,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,mse,0.12713527337147906,deviance,4.0,0.6041596127474019,None,0.0,14.0,17.0,0.0,83.0,0.8426859880999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,mean,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minmax,,,,
weighting,no_encoding,,,extra_trees,,,,,,,,,,,,,,,,False,entropy,None,0.9455638720565652,None,0.0,1.0,2.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,most_frequent,fast_ica,,,,,,,,,,,deflation,cube,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robust_scaler,,,0.8255464552647293,0.19162485555463185
weighting,one_hot_encoding,0.18137532678800647,True,extra_trees,,,,,,,,,,,,,,,,False,gini,None,0.9094110110427254,None,0.0,7.0,12.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,mean,feature_agglomeration,,,,,,,,,,,,,,,manhattan,complete,195.0,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minmax,,,,
weighting,no_encoding,,,extra_trees,,,,,,,,,,,,,,,,False,gini,None,0.6682079659377479,None,0.0,4.0,8.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,mean,extra_trees_preproc_for_classification,True,entropy,None,0.5552350997943013,None,0.0,8.0,5.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize,,,,
weighting,one_hot_encoding,0.0005560197158932037,True,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010000000000000026,False,,0.01,True,,invscaling,log,l2,0.25,0.00010000000000000009,,,,,,,,,,,,,,,,,,21,mean,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,,,,,,,,,,1392.583799745855,False,True,1.0,squared_hinge,ovr,l1,0.0034975921213842307,,,,,,,,,,,,,,,,,,,,,,,quantile_transformer,49486.0,normal,,
none,one_hot_encoding,0.02345017287074443,True,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,mse,0.053517066400173056,deviance,10.0,0.542144980834302,None,0.0,20.0,13.0,0.0,233.0,0.7398539900055563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,mean,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0614425536709615,fwe,f_classif,robust_scaler,,,0.9523118062307264,0.13434811490315818
weighting,no_encoding,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,gini,None,0.8149627329153046,None,0.0,15.0,11.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,most_frequent,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,False,,,,,,,,,,,,,quantile_transformer,1000.0,uniform,,
none,no_encoding,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,friedman_mse,0.040936424602789435,deviance,7.0,0.5495014745530306,None,0.0,20.0,18.0,0.0,141.0,0.6905343807995293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,most_frequent,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,False,,,,,,,,,,,,,robust_scaler,,,0.75,0.25
weighting,one_hot_encoding,0.010000000000000005,True,extra_trees,,,,,,,,,,,,,,,,False,entropy,None,0.9641046312686136,None,0.0,18.0,12.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,median,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robust_scaler,,,0.8622423450611333,0.2960428898664952
weighting,one_hot_encoding,0.00034835629696198427,True,gaussian_nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,mean,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robust_scaler,,,0.8245132980938538,0.08947420373097192
weighting,one_hot_encoding,,False,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2398150931290834,,,0.4015139801872962,rbf,-1.0,False,2.402997750662158e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,mean,select_percentile_classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.40698357592571,chi2,,,,normalize,,,,
weighting,one_hot_encoding,,False,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,mse,0.1958974686405233,deviance,5.0,0.33885235607979314,None,0.0,6.0,4.0,0.0,125.0,0.9448890820738562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,median,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,,,,,,,,,,,,,none,,,,
weighting,one_hot_encoding,,False,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2538107344750156,False,True,hinge,1.5099542326343014e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,median,nystroem_sampler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,8532.0,,,,,,,,,,,,,,,,,,none,,,,
weighting,one_hot_encoding,0.0007038280350320558,True,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4138778052607317,0.7995003430482459,5.0,5.430044692638861,poly,-1.0,True,0.02455501006004393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,most_frequent,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normalize,,,,
none,one_hot_encoding,0.01,True,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,gini,None,0.5,None,0.0,1.0,2.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,mean,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize,,,,
weighting,no_encoding,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,friedman_mse,0.04749094903835669,deviance,3.0,0.6184047395714717,None,0.0,17.0,8.0,0.0,428.0,0.7515561640094087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,median,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize,,,,
